Validation,Normalization,Model,Threshold,Consecutive_Hits,Early_Tol_Frac,Late_Tol_Frac,Base_T_tol_early_Frac,Base_T_tol_late_Frac,Base_T_far_early_Frac,Base_T_far_late_Frac,Score,MAE,Mean_Delta,Missed_Alerts,Tol_Early_Rate,Tol_Late_Rate,Far_Early_Rate,Far_Late_Rate
K-Fold (5),Z-Score,XGBoost,0.85,5,0.06,0.08,0.12,0.08,0.06,0.03,230325.4732743138,15.19375,14.268750000000002,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),Z-Score,XGBoost,0.85,5,0.1,0.08,0.12,0.08,0.06,0.03,230325.4732743138,15.19375,14.268750000000002,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),Z-Score,XGBoost,0.85,5,0.08,0.08,0.12,0.08,0.06,0.03,230325.4732743138,15.19375,14.268750000000002,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,XGBoost,0.85,5,0.06,0.08,0.12,0.08,0.06,0.03,230325.4732743138,15.19375,14.268750000000002,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,XGBoost,0.85,5,0.08,0.08,0.12,0.08,0.06,0.03,230325.4732743138,15.19375,14.268750000000002,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.1,0.12,0.12,0.08,0.06,0.03,234555.55973432172,13.856250000000001,12.518749999999999,0,18.8%,50.0%,0.0%,31.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.08,0.12,0.12,0.08,0.06,0.03,234555.55973432172,13.856250000000001,12.518749999999999,0,18.8%,50.0%,0.0%,31.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.06,0.12,0.12,0.08,0.06,0.03,234556.92650076566,13.856250000000001,12.518749999999999,0,12.5%,50.0%,6.2%,31.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.08,0.1,0.12,0.08,0.06,0.03,234685.32634788434,13.856250000000001,12.518749999999999,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.1,0.1,0.12,0.08,0.06,0.03,234685.32634788434,13.856250000000001,12.518749999999999,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.06,0.1,0.12,0.08,0.06,0.03,234686.69311432829,13.856250000000001,12.518749999999999,0,12.5%,25.0%,6.2%,56.2%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.08,0.08,0.12,0.08,0.06,0.03,234701.79974889412,13.856250000000001,12.518749999999999,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.1,0.08,0.12,0.08,0.06,0.03,234701.79974889412,13.856250000000001,12.518749999999999,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.75,7,0.06,0.08,0.12,0.08,0.06,0.03,234703.16651533806,13.856250000000001,12.518749999999999,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),MinMax,Random Forest,0.5,1,0.08,0.1,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.08,0.08,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.08,0.12,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.06,0.12,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.1,0.1,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.1,0.12,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.06,0.1,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.1,0.08,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,Random Forest,0.5,1,0.06,0.08,0.12,0.08,0.06,0.03,239535.71259978763,43.212500000000006,-40.8125,0,6.2%,6.2%,81.2%,6.2%
K-Fold (5),MinMax,LightGBM,0.5,10,0.1,0.12,0.12,0.08,0.06,0.03,239728.00609866597,14.137500000000001,12.149999999999999,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),MinMax,LightGBM,0.5,10,0.06,0.12,0.12,0.08,0.06,0.03,239730.84645421695,14.137500000000001,12.149999999999999,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),MinMax,LightGBM,0.5,10,0.08,0.12,0.12,0.08,0.06,0.03,239730.84645421695,14.137500000000001,12.149999999999999,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.1,0.12,0.12,0.08,0.06,0.03,239733.48896063658,14.5375,12.2375,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.06,0.12,0.12,0.08,0.06,0.03,239736.3293161876,14.5375,12.2375,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.08,0.12,0.12,0.08,0.06,0.03,239736.3293161876,14.5375,12.2375,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),MinMax,LightGBM,0.5,10,0.1,0.1,0.12,0.08,0.06,0.03,239795.1763081197,14.137500000000001,12.149999999999999,0,18.8%,31.2%,0.0%,50.0%
K-Fold (5),MinMax,LightGBM,0.5,10,0.06,0.1,0.12,0.08,0.06,0.03,239798.01666367069,14.137500000000001,12.149999999999999,0,12.5%,31.2%,6.2%,50.0%
K-Fold (5),MinMax,LightGBM,0.5,10,0.08,0.1,0.12,0.08,0.06,0.03,239798.01666367069,14.137500000000001,12.149999999999999,0,12.5%,31.2%,6.2%,50.0%
K-Fold (5),MinMax,LightGBM,0.5,10,0.1,0.08,0.12,0.08,0.06,0.03,239827.05103664365,14.137500000000001,12.149999999999999,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,LightGBM,0.5,10,0.06,0.08,0.12,0.08,0.06,0.03,239829.89139219464,14.137500000000001,12.149999999999999,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),MinMax,LightGBM,0.5,10,0.08,0.08,0.12,0.08,0.06,0.03,239829.89139219464,14.137500000000001,12.149999999999999,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.1,0.1,0.12,0.08,0.06,0.03,239838.62361387225,14.5375,12.2375,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.08,0.1,0.12,0.08,0.06,0.03,239841.46396942323,14.5375,12.2375,0,12.5%,25.0%,6.2%,56.2%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.06,0.1,0.12,0.08,0.06,0.03,239841.46396942323,14.5375,12.2375,0,12.5%,25.0%,6.2%,56.2%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.1,0.08,0.12,0.08,0.06,0.03,239856.0953009581,14.5375,12.2375,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.08,0.08,0.12,0.08,0.06,0.03,239858.9356565091,14.5375,12.2375,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),Z-Score,LightGBM,0.5,10,0.06,0.08,0.12,0.08,0.06,0.03,239858.9356565091,14.5375,12.2375,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),MinMax,XGBoost,0.75,10,0.1,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),MinMax,XGBoost,0.75,10,0.06,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),MinMax,XGBoost,0.75,10,0.08,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.06,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.08,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.1,0.12,0.12,0.08,0.06,0.03,240217.45323328197,15.637499999999998,14.399999999999999,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.06,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.1,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.75,10,0.1,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.75,10,0.08,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.08,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.75,10,0.06,0.1,0.12,0.08,0.06,0.03,240315.51129872163,15.637499999999998,14.399999999999999,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.1,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,XGBoost,0.75,10,0.06,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.08,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,XGBoost,0.75,10,0.08,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,XGBoost,0.75,10,0.1,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),Z-Score,XGBoost,0.75,10,0.06,0.08,0.12,0.08,0.06,0.03,240333.32024605872,15.637499999999998,14.399999999999999,0,12.5%,18.8%,0.0%,68.8%
K-Fold (5),MinMax,LightGBM,0.6,10,0.08,0.12,0.12,0.08,0.06,0.03,242036.92875026254,14.2,12.549999999999999,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),MinMax,LightGBM,0.6,10,0.1,0.12,0.12,0.08,0.06,0.03,242036.92875026254,14.2,12.549999999999999,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),MinMax,LightGBM,0.6,10,0.06,0.12,0.12,0.08,0.06,0.03,242038.95278257405,14.2,12.549999999999999,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),MinMax,LightGBM,0.6,10,0.1,0.1,0.12,0.08,0.06,0.03,242104.09895971627,14.2,12.549999999999999,0,18.8%,31.2%,0.0%,50.0%
K-Fold (5),MinMax,LightGBM,0.6,10,0.08,0.1,0.12,0.08,0.06,0.03,242104.09895971627,14.2,12.549999999999999,0,18.8%,31.2%,0.0%,50.0%
K-Fold (5),MinMax,LightGBM,0.6,10,0.06,0.1,0.12,0.08,0.06,0.03,242106.12299202775,14.2,12.549999999999999,0,12.5%,31.2%,6.2%,50.0%
K-Fold (5),MinMax,LightGBM,0.6,10,0.1,0.08,0.12,0.08,0.06,0.03,242140.222240145,14.2,12.549999999999999,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,LightGBM,0.6,10,0.08,0.08,0.12,0.08,0.06,0.03,242140.222240145,14.2,12.549999999999999,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,LightGBM,0.6,10,0.06,0.08,0.12,0.08,0.06,0.03,242142.24627245648,14.2,12.549999999999999,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),MinMax,XGBoost,0.8,10,0.08,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.1,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),MinMax,XGBoost,0.8,10,0.06,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),MinMax,XGBoost,0.8,10,0.1,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.06,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.08,0.12,0.12,0.08,0.06,0.03,270542.9194836931,16.475,15.625000000000002,0,12.5%,37.5%,0.0%,50.0%
K-Fold (5),MinMax,XGBoost,0.8,10,0.08,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.1,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.08,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.8,10,0.1,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.8,10,0.06,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.06,0.1,0.12,0.08,0.06,0.03,270640.9775491328,16.475,15.625000000000002,0,12.5%,25.0%,0.0%,62.5%
K-Fold (5),MinMax,XGBoost,0.8,10,0.06,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.06,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),MinMax,XGBoost,0.8,10,0.08,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),MinMax,XGBoost,0.8,10,0.1,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.08,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),Z-Score,XGBoost,0.8,10,0.1,0.08,0.12,0.08,0.06,0.03,270678.4759358879,16.475,15.625000000000002,0,12.5%,12.5%,0.0%,75.0%
K-Fold (5),MinMax,XGBoost,0.9,10,0.06,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.06,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.08,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.08,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.1,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.06,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.1,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.1,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.06,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.1,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.08,0.1,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.08,0.12,0.12,0.08,0.06,0.03,271005.5450379272,18.900000000000002,18.47333333333334,1,6.7%,20.0%,0.0%,73.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.06,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.1,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.08,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.1,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),Z-Score,XGBoost,0.9,10,0.06,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),MinMax,XGBoost,0.9,10,0.08,0.08,0.12,0.08,0.06,0.03,271052.23503804643,18.900000000000002,18.47333333333334,1,6.7%,0.0%,0.0%,93.3%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.08,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.1,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.1,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.08,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.06,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.06,0.12,0.12,0.08,0.06,0.03,276281.25754321576,15.1625,13.937500000000002,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.08,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.1,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.06,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.06,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.08,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.1,0.1,0.12,0.08,0.06,0.03,276412.9875050602,15.1625,13.937500000000002,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.1,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.08,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.1,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),MinMax,Gradient Boosting,0.7,10,0.06,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.06,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),Z-Score,Gradient Boosting,0.7,10,0.08,0.08,0.12,0.08,0.06,0.03,276433.9661910434,15.1625,13.937500000000002,0,18.8%,12.5%,0.0%,68.8%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.08,0.12,0.12,0.08,0.06,0.03,282187.42856674554,14.86875,13.21875,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.1,0.12,0.12,0.08,0.06,0.03,282187.42856674554,14.86875,13.21875,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.06,0.12,0.12,0.08,0.06,0.03,282189.45259905705,14.86875,13.21875,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.1,0.1,0.12,0.08,0.06,0.03,282293.545832668,14.86875,13.21875,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.08,0.1,0.12,0.08,0.06,0.03,282293.545832668,14.86875,13.21875,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.06,0.1,0.12,0.08,0.06,0.03,282295.56986497954,14.86875,13.21875,0,12.5%,25.0%,6.2%,56.2%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.08,0.08,0.12,0.08,0.06,0.03,282315.26607165864,14.86875,13.21875,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.1,0.08,0.12,0.08,0.06,0.03,282315.26607165864,14.86875,13.21875,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.6,10,0.06,0.08,0.12,0.08,0.06,0.03,282317.29010397015,14.86875,13.21875,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.1,0.12,0.12,0.08,0.06,0.03,283786.75893062097,15.025000000000002,13.537500000000001,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.08,0.12,0.12,0.08,0.06,0.03,283786.75893062097,15.025000000000002,13.537500000000001,0,18.8%,43.8%,0.0%,37.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.06,0.12,0.12,0.08,0.06,0.03,283788.7829629325,15.025000000000002,13.537500000000001,0,12.5%,43.8%,6.2%,37.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.1,0.1,0.12,0.08,0.06,0.03,283938.5340054473,15.025000000000002,13.537500000000001,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.1,0.08,0.12,0.08,0.06,0.03,283938.5340054473,15.025000000000002,13.537500000000001,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.08,0.1,0.12,0.08,0.06,0.03,283938.5340054473,15.025000000000002,13.537500000000001,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.08,0.08,0.12,0.08,0.06,0.03,283938.5340054473,15.025000000000002,13.537500000000001,0,18.8%,18.8%,0.0%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.06,0.08,0.12,0.08,0.06,0.03,283940.5580377588,15.025000000000002,13.537500000000001,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),Z-Score,LightGBM,0.65,10,0.06,0.1,0.12,0.08,0.06,0.03,283940.5580377588,15.025000000000002,13.537500000000001,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.1,0.12,0.12,0.08,0.06,0.03,298670.00837848516,18.75625,18.51875,0,6.2%,18.8%,0.0%,75.0%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.06,0.12,0.12,0.08,0.06,0.03,298670.00837848516,18.75625,18.51875,0,6.2%,18.8%,0.0%,75.0%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.08,0.12,0.12,0.08,0.06,0.03,298670.00837848516,18.75625,18.51875,0,6.2%,18.8%,0.0%,75.0%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.06,0.1,0.12,0.08,0.06,0.03,298697.38610760274,18.75625,18.51875,0,6.2%,12.5%,0.0%,81.2%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.06,0.08,0.12,0.08,0.06,0.03,298697.38610760274,18.75625,18.51875,0,6.2%,12.5%,0.0%,81.2%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.08,0.08,0.12,0.08,0.06,0.03,298697.38610760274,18.75625,18.51875,0,6.2%,12.5%,0.0%,81.2%
K-Fold (5),Z-Score,Logistic Regression,0.9,10,0.1,0.1,0.12,0.08,0.06,0.03,298697.38610760274,18.75625,18.51875,0,6.2%,12.5%,0.0%,81.2%
