Validation,Normalization,Model,Threshold,Consecutive_Hits,Early_Tol_Frac,Late_Tol_Frac,Base_T_tol_early_Frac,Base_T_tol_late_Frac,Base_T_far_early_Frac,Base_T_far_late_Frac,Score,MAE,Mean_Delta,Missed_Alerts,Tol_Early_Rate,Tol_Late_Rate,Far_Early_Rate,Far_Late_Rate
K-Fold (5),MinMax,Random Forest,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.85,2,0.1,0.08,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.85,2,0.08,0.08,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1051.1797045132935,15.018749999999999,-6.93125,0,12.5%,31.2%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.06,0.1,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.1,0.12,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.1,0.1,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.1,0.08,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.08,0.12,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.08,0.1,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.08,0.08,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.06,0.08,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),MinMax,Random Forest,0.75,2,0.06,0.12,0.12,0.08,0.06,0.03,1054.631234481528,15.76875,-9.23125,0,18.8%,25.0%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.08,0.12,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.08,0.08,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.06,0.08,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.06,0.1,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.1,0.1,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.1,0.12,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.06,0.12,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.08,0.1,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Random Forest,0.75,2,0.1,0.08,0.12,0.08,0.06,0.03,1055.1745744102614,16.0875,-9.475000000000001,0,25.0%,18.8%,43.8%,12.5%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.08,0.12,0.12,0.08,0.06,0.03,1056.6204773774805,12.4125,9.825,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.1,0.12,0.12,0.08,0.06,0.03,1056.6204773774805,12.4125,9.825,0,18.8%,37.5%,0.0%,43.8%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.06,0.12,0.12,0.08,0.06,0.03,1058.703663396018,12.4125,9.825,0,12.5%,37.5%,6.2%,43.8%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.1,0.1,0.12,0.08,0.06,0.03,1070.9406753548406,13.868749999999999,7.656249999999998,0,6.2%,31.2%,12.5%,50.0%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.08,0.1,0.12,0.08,0.06,0.03,1070.9406753548406,13.868749999999999,7.656249999999998,0,6.2%,31.2%,12.5%,50.0%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.1,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.06,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.06,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.1,0.12,0.12,0.08,0.06,0.03,1071.3258618164643,10.181249999999999,8.00625,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.06,0.1,0.12,0.08,0.06,0.03,1072.2761684996237,13.868749999999999,7.656249999999998,0,0.0%,31.2%,18.8%,50.0%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.1,0.1,0.12,0.08,0.06,0.03,1072.839537805566,13.137500000000001,7.325000000000001,0,12.5%,25.0%,6.2%,56.2%
Hold-out,MinMax,Logistic Regression,0.75,1,0.1,0.12,0.12,0.08,0.06,0.03,1073.306935892145,11.726666666666667,-8.766666666666667,1,46.7%,6.7%,40.0%,6.7%
Hold-out,MinMax,Logistic Regression,0.75,1,0.1,0.1,0.12,0.08,0.06,0.03,1073.306935892145,11.726666666666667,-8.766666666666667,1,46.7%,6.7%,40.0%,6.7%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.08,0.1,0.12,0.08,0.06,0.03,1075.2046620792644,13.137500000000001,7.325000000000001,0,6.2%,25.0%,12.5%,56.2%
Hold-out,MinMax,Logistic Regression,0.75,1,0.08,0.12,0.12,0.08,0.06,0.03,1076.0005300441394,11.726666666666667,-8.766666666666667,1,40.0%,6.7%,46.7%,6.7%
Hold-out,MinMax,Logistic Regression,0.75,1,0.08,0.1,0.12,0.08,0.06,0.03,1076.0005300441394,11.726666666666667,-8.766666666666667,1,40.0%,6.7%,46.7%,6.7%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.06,0.1,0.12,0.08,0.06,0.03,1076.6032093109673,13.137500000000001,7.325000000000001,0,0.0%,25.0%,18.8%,56.2%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.1,0.12,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.1,0.1,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.1,0.08,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.08,0.12,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.06,0.1,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.08,0.08,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.06,0.12,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.06,0.08,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,Z-Score,Logistic Regression,0.85,1,0.08,0.1,0.12,0.08,0.06,0.03,1077.902703091548,9.62,-6.2733333333333325,1,53.3%,0.0%,33.3%,13.3%
Hold-out,MinMax,Random Forest,0.6,10,0.1,0.12,0.12,0.08,0.06,0.03,1078.2774068311373,7.714285714285714,-3.1857142857142833,2,42.9%,35.7%,21.4%,0.0%
Hold-out,MinMax,Logistic Regression,0.75,1,0.06,0.1,0.12,0.08,0.06,0.03,1079.9257249424122,11.726666666666667,-8.766666666666667,1,20.0%,6.7%,66.7%,6.7%
Hold-out,MinMax,Logistic Regression,0.75,1,0.06,0.12,0.12,0.08,0.06,0.03,1079.9257249424122,11.726666666666667,-8.766666666666667,1,20.0%,6.7%,66.7%,6.7%
Hold-out,MinMax,Random Forest,0.6,10,0.08,0.12,0.12,0.08,0.06,0.03,1080.9597036270065,7.714285714285714,-3.1857142857142833,2,35.7%,35.7%,28.6%,0.0%
Hold-out,MinMax,Random Forest,0.6,10,0.06,0.12,0.12,0.08,0.06,0.03,1080.9597036270065,7.714285714285714,-3.1857142857142833,2,35.7%,35.7%,28.6%,0.0%
Hold-out,MinMax,Logistic Regression,0.85,1,0.1,0.1,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.08,0.1,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.1,0.12,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.08,0.12,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.06,0.08,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.08,0.08,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.1,0.08,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.06,0.12,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.85,1,0.06,0.1,0.12,0.08,0.06,0.03,1082.869240794564,10.04,-6.693333333333332,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.1,0.12,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.08,0.08,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.1,0.1,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.08,0.1,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.1,0.08,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.08,0.12,0.12,0.08,0.06,0.03,1083.0799371183116,10.806666666666667,-7.486666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.06,0.1,0.12,0.08,0.06,0.03,1084.2689085936381,10.806666666666667,-7.486666666666667,1,40.0%,0.0%,46.7%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.06,0.08,0.12,0.08,0.06,0.03,1084.2689085936381,10.806666666666667,-7.486666666666667,1,40.0%,0.0%,46.7%,13.3%
Hold-out,Z-Score,Logistic Regression,0.8,1,0.06,0.12,0.12,0.08,0.06,0.03,1084.2689085936381,10.806666666666667,-7.486666666666667,1,40.0%,0.0%,46.7%,13.3%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.1,0.08,0.12,0.08,0.06,0.03,1088.491352155302,13.137500000000001,7.325000000000001,0,12.5%,18.8%,6.2%,62.5%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.08,0.08,0.12,0.08,0.06,0.03,1090.8564764290006,13.137500000000001,7.325000000000001,0,6.2%,18.8%,12.5%,62.5%
K-Fold (5),MinMax,Logistic Regression,0.75,5,0.06,0.08,0.12,0.08,0.06,0.03,1092.2550236607035,13.137500000000001,7.325000000000001,0,0.0%,18.8%,18.8%,62.5%
Hold-out,MinMax,Logistic Regression,0.75,1,0.1,0.08,0.12,0.08,0.06,0.03,1094.7959546074476,11.726666666666667,-8.766666666666667,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.1,0.1,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.1,0.08,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.08,0.12,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.08,0.1,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.08,0.08,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.1,0.12,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.06,0.12,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.06,0.1,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.8,1,0.06,0.08,0.12,0.08,0.06,0.03,1095.1854664021266,10.8,-7.480000000000001,1,46.7%,0.0%,40.0%,13.3%
Hold-out,MinMax,Logistic Regression,0.75,1,0.08,0.08,0.12,0.08,0.06,0.03,1097.4895487594417,11.726666666666667,-8.766666666666667,1,40.0%,0.0%,46.7%,13.3%
Hold-out,MinMax,Logistic Regression,0.75,1,0.06,0.08,0.12,0.08,0.06,0.03,1101.4147436577146,11.726666666666667,-8.766666666666667,1,20.0%,0.0%,66.7%,13.3%
Hold-out,MinMax,Random Forest,0.6,10,0.1,0.1,0.12,0.08,0.06,0.03,1105.1140149295084,7.714285714285714,-3.1857142857142833,2,42.9%,28.6%,21.4%,7.1%
Hold-out,MinMax,Random Forest,0.6,10,0.06,0.1,0.12,0.08,0.06,0.03,1107.7963117253776,7.714285714285714,-3.1857142857142833,2,35.7%,28.6%,28.6%,7.1%
Hold-out,MinMax,Random Forest,0.6,10,0.08,0.1,0.12,0.08,0.06,0.03,1107.7963117253776,7.714285714285714,-3.1857142857142833,2,35.7%,28.6%,28.6%,7.1%
K-Fold (5),Z-Score,Logistic Regression,0.9,2,0.1,0.12,0.12,0.08,0.06,0.03,1111.1242177081913,11.975,10.200000000000001,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,Logistic Regression,0.9,2,0.08,0.12,0.12,0.08,0.06,0.03,1111.1242177081913,11.975,10.200000000000001,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,Logistic Regression,0.9,2,0.06,0.12,0.12,0.08,0.06,0.03,1111.1242177081913,11.975,10.200000000000001,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
K-Fold (5),MinMax,Gradient Boosting,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1112.4460538447433,10.181249999999999,8.00625,0,25.0%,37.5%,0.0%,37.5%
Hold-out,Z-Score,XGBoost,0.75,1,0.08,0.1,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.08,0.08,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.08,0.1,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.08,0.12,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.1,0.08,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.1,0.12,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.1,0.1,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.08,0.12,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.08,0.08,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.1,0.12,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.1,0.08,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.1,0.1,0.12,0.08,0.06,0.03,1116.9663563431104,11.83125,-10.95625,0,43.8%,18.8%,37.5%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.06,0.1,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.06,0.12,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.06,0.1,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.06,0.12,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,Z-Score,XGBoost,0.75,1,0.06,0.08,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,XGBoost,0.75,1,0.06,0.08,0.12,0.08,0.06,0.03,1118.2509002874474,11.83125,-10.95625,0,37.5%,18.8%,43.8%,0.0%
Hold-out,MinMax,Random Forest,0.6,10,0.1,0.08,0.12,0.08,0.06,0.03,1118.6153435365627,7.714285714285714,-3.1857142857142833,2,42.9%,21.4%,21.4%,14.3%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.08,0.08,0.12,0.08,0.06,0.03,1121.2271973186953,13.868749999999999,7.656249999999998,0,6.2%,12.5%,12.5%,68.8%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.1,0.08,0.12,0.08,0.06,0.03,1121.2271973186953,13.868749999999999,7.656249999999998,0,6.2%,12.5%,12.5%,68.8%
Hold-out,MinMax,Random Forest,0.6,10,0.06,0.08,0.12,0.08,0.06,0.03,1121.2976403324317,7.714285714285714,-3.1857142857142833,2,35.7%,21.4%,28.6%,14.3%
Hold-out,MinMax,Random Forest,0.6,10,0.08,0.08,0.12,0.08,0.06,0.03,1121.2976403324317,7.714285714285714,-3.1857142857142833,2,35.7%,21.4%,28.6%,14.3%
K-Fold (5),Z-Score,Logistic Regression,0.7,7,0.06,0.08,0.12,0.08,0.06,0.03,1122.5626904634785,13.868749999999999,7.656249999999998,0,0.0%,12.5%,18.8%,68.8%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.08,0.1,0.12,0.08,0.06,0.03,1127.1969196696184,12.4125,9.825,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.1,0.1,0.12,0.08,0.06,0.03,1127.1969196696184,12.4125,9.825,0,18.8%,25.0%,0.0%,56.2%
K-Fold (5),Z-Score,Logistic Regression,0.85,3,0.06,0.1,0.12,0.08,0.06,0.03,1129.280105688156,12.4125,9.825,0,12.5%,25.0%,6.2%,56.2%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.06,0.1,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.1,0.12,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.1,0.1,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.08,0.12,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.08,0.1,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.5,10,0.06,0.12,0.12,0.08,0.06,0.03,1143.9609767847846,11.768749999999999,3.6062500000000015,0,6.2%,50.0%,18.8%,25.0%
K-Fold (5),Z-Score,Logistic Regression,0.75,1,0.1,0.12,0.12,0.08,0.06,0.03,1144.5125621301556,12.7,-3.2375,0,37.5%,43.8%,18.8%,0.0%
K-Fold (5),Z-Score,Logistic Regression,0.75,1,0.06,0.12,0.12,0.08,0.06,0.03,1151.459965033238,12.7,-3.2375,0,18.8%,43.8%,37.5%,0.0%
K-Fold (5),Z-Score,Logistic Regression,0.75,1,0.08,0.12,0.12,0.08,0.06,0.03,1151.459965033238,12.7,-3.2375,0,18.8%,43.8%,37.5%,0.0%
K-Fold (5),MinMax,Logistic Regression,0.7,1,0.1,0.12,0.12,0.08,0.06,0.03,1155.4501131714173,12.706249999999997,-4.106250000000001,0,37.5%,37.5%,25.0%,0.0%
K-Fold (5),Z-Score,Logistic Regression,0.7,1,0.1,0.12,0.12,0.08,0.06,0.03,1156.6976530581055,13.199999999999998,-4.625,0,37.5%,37.5%,25.0%,0.0%
Hold-out,MinMax,LightGBM,0.7,2,0.1,0.08,0.12,0.08,0.06,0.03,1157.5941381298385,11.662499999999998,-9.7875,0,37.5%,18.8%,37.5%,6.2%
Hold-out,MinMax,LightGBM,0.7,2,0.1,0.12,0.12,0.08,0.06,0.03,1157.5941381298385,11.662499999999998,-9.7875,0,37.5%,18.8%,37.5%,6.2%
Hold-out,MinMax,LightGBM,0.7,2,0.1,0.1,0.12,0.08,0.06,0.03,1157.5941381298385,11.662499999999998,-9.7875,0,37.5%,18.8%,37.5%,6.2%
Hold-out,MinMax,LightGBM,0.7,2,0.08,0.1,0.12,0.08,0.06,0.03,1161.052579707353,11.662499999999998,-9.7875,0,31.2%,18.8%,43.8%,6.2%
Hold-out,MinMax,LightGBM,0.7,2,0.08,0.08,0.12,0.08,0.06,0.03,1161.052579707353,11.662499999999998,-9.7875,0,31.2%,18.8%,43.8%,6.2%
Hold-out,MinMax,LightGBM,0.7,2,0.08,0.12,0.12,0.08,0.06,0.03,1161.052579707353,11.662499999999998,-9.7875,0,31.2%,18.8%,43.8%,6.2%
